,Name,Stocks,NSE: Stock Name,,,,Chartink,,,Screener.in,LTP,High,50 EMA,Alert Level,Study Done,Volume Pop Out / Dried *,PBO(52WH) / ATH /MTY/ IPO,>10 W EMA / > 30 W EMA,>10 D / 21 D EMA,Stage -2/Young/ % move upside,Base Count,WIB/3WCT,Shake out done,Linear Up Move,Orderly Consolidate,Tight Range %,Tight Volume % 50D SMA,ITB /ONP(Retest)/ OTB(Flag),Wave 3/5,Relative Strenghth,Shallow/ Deep PullBack %,Major Resistance Zone X time Retested,Structure / Bounce back / Dynamic EMA support,Resting period after BO,50 EMA >/<,Comments,x
,0,ZOMATO,NSE:ZOMATO,ZOMATO,chartink.com/stocks/ZOMATO.html,chartink.com/stocks/ZOMATO, ZOMATO,www.screener.in/company/ZOMATO/consolidated/,www.screener.in/company/ZOMATO, ZOMATO,#N/A,#N/A,#N/A,,FALSE,,,,,,,,,,,,,,,,,,,,#N/A,,
,0,SAKSOFT,NSE:SAKSOFT,SAKSOFT,chartink.com/stocks/SAKSOFT.html,chartink.com/stocks/SAKSOFT, SAKSOFT,www.screener.in/company/SAKSOFT/consolidated/,www.screener.in/company/SAKSOFT, SAKSOFT,198.6,203,180,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,RPOWER,NSE:RPOWER,RPOWER,chartink.com/stocks/RPOWER.html,chartink.com/stocks/RPOWER, RPOWER,www.screener.in/company/RPOWER/consolidated/,www.screener.in/company/RPOWER, RPOWER,61.1,62.1,47,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,SAFARI,NSE:SAFARI,SAFARI,chartink.com/stocks/SAFARI.html,chartink.com/stocks/SAFARI, SAFARI,www.screener.in/company/SAFARI/consolidated/,www.screener.in/company/SAFARI, SAFARI,2250,2324.9,2212,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,EIHOTEL,NSE:EIHOTEL,EIHOTEL,chartink.com/stocks/EIHOTEL.html,chartink.com/stocks/EIHOTEL, EIHOTEL,www.screener.in/company/EIHOTEL/consolidated/,www.screener.in/company/EIHOTEL, EIHOTEL,375,378.1,368,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,ANGELONE,NSE:ANGELONE,ANGELONE,chartink.com/stocks/ANGELONE.html,chartink.com/stocks/ANGELONE, ANGELONE,www.screener.in/company/ANGELONE/consolidated/,www.screener.in/company/ANGELONE, ANGELONE,3120.1,3142.9,2761,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,EICHERMOT,NSE:EICHERMOT,EICHERMOT,chartink.com/stocks/EICHERMOT.html,chartink.com/stocks/EICHERMOT, EICHERMOT,www.screener.in/company/EICHERMOT/consolidated/,www.screener.in/company/EICHERMOT, EICHERMOT,5300,5385.5,5414,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,INDUSTOWER,NSE:INDUSTOWER,INDUSTOWER,chartink.com/stocks/INDUSTOWER.html,chartink.com/stocks/INDUSTOWER, INDUSTOWER,www.screener.in/company/INDUSTOWER/consolidated/,www.screener.in/company/INDUSTOWER, INDUSTOWER,383.75,385.9,388,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,FIVESTAR,NSE:FIVESTAR,FIVESTAR,chartink.com/stocks/FIVESTAR.html,chartink.com/stocks/FIVESTAR, FIVESTAR,www.screener.in/company/FIVESTAR/consolidated/,www.screener.in/company/FIVESTAR, FIVESTAR,687.8,689.65,686,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,SIS,NSE:SIS,SIS,chartink.com/stocks/SIS.html,chartink.com/stocks/SIS, SIS,www.screener.in/company/SIS/consolidated/,www.screener.in/company/SIS, SIS,367.05,373,341,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,JPASSOCIAT,NSE:JPASSOCIAT,JPASSOCIAT,chartink.com/stocks/JPASSOCIAT.html,chartink.com/stocks/JPASSOCIAT, JPASSOCIAT,www.screener.in/company/JPASSOCIAT/consolidated/,www.screener.in/company/JPASSOCIAT, JPASSOCIAT,3.11,3.11,3,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,JYOTHYLAB,NSE:JYOTHYLAB,JYOTHYLAB,chartink.com/stocks/JYOTHYLAB.html,chartink.com/stocks/JYOTHYLAB, JYOTHYLAB,www.screener.in/company/JYOTHYLAB/consolidated/,www.screener.in/company/JYOTHYLAB, JYOTHYLAB,341.9,344.5,349,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,PRESTIGE,NSE:PRESTIGE,PRESTIGE,chartink.com/stocks/PRESTIGE.html,chartink.com/stocks/PRESTIGE, PRESTIGE,www.screener.in/company/PRESTIGE/consolidated/,www.screener.in/company/PRESTIGE, PRESTIGE,1580.1,1609.6,1425,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,KNRCON,NSE:KNRCON,KNRCON,chartink.com/stocks/KNRCON.html,chartink.com/stocks/KNRCON, KNRCON,www.screener.in/company/KNRCON/consolidated/,www.screener.in/company/KNRCON, KNRCON,208,210.16,221,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,OIL,NSE:OIL,OIL,chartink.com/stocks/OIL.html,chartink.com/stocks/OIL, OIL,www.screener.in/company/OIL/consolidated/,www.screener.in/company/OIL, OIL,424.65,425.4,419,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,BSE,NSE:BSE,BSE,chartink.com/stocks/BSE.html,chartink.com/stocks/BSE, BSE,www.screener.in/company/BSE/consolidated/,www.screener.in/company/BSE, BSE,2809,2815,2422,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,MAXHEALTH,NSE:MAXHEALTH,MAXHEALTH,chartink.com/stocks/MAXHEALTH.html,chartink.com/stocks/MAXHEALTH, MAXHEALTH,www.screener.in/company/MAXHEALTH/consolidated/,www.screener.in/company/MAXHEALTH, MAXHEALTH,1145.6,1154.2,1154,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,RELINFRA,NSE:RELINFRA,RELINFRA,chartink.com/stocks/RELINFRA.html,chartink.com/stocks/RELINFRA, RELINFRA,www.screener.in/company/RELINFRA/consolidated/,www.screener.in/company/RELINFRA, RELINFRA,380.05,385.7,287,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,KEI,NSE:KEI,KEI,chartink.com/stocks/KEI.html,chartink.com/stocks/KEI, KEI,www.screener.in/company/KEI/consolidated/,www.screener.in/company/KEI, KEI,3625,3641,3449,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,RKFORGE,NSE:RKFORGE,RKFORGE,chartink.com/stocks/RKFORGE.html,chartink.com/stocks/RKFORGE, RKFORGE,www.screener.in/company/RKFORGE/consolidated/,www.screener.in/company/RKFORGE, RKFORGE,592,603.8,601,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,PAYTM,NSE:PAYTM,PAYTM,chartink.com/stocks/PAYTM.html,chartink.com/stocks/PAYTM, PAYTM,www.screener.in/company/PAYTM/consolidated/,www.screener.in/company/PAYTM, PAYTM,940,950.7,865,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,MHRIL,NSE:MHRIL,MHRIL,chartink.com/stocks/MHRIL.html,chartink.com/stocks/MHRIL, MHRIL,www.screener.in/company/MHRIL/consolidated/,www.screener.in/company/MHRIL, MHRIL,358.85,365,347,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,IONEXCHANG,NSE:IONEXCHANG,IONEXCHANG,chartink.com/stocks/IONEXCHANG.html,chartink.com/stocks/IONEXCHANG, IONEXCHANG,www.screener.in/company/IONEXCHANG/consolidated/,www.screener.in/company/IONEXCHANG, IONEXCHANG,555,561.85,545,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,EMUDHRA,NSE:EMUDHRA,EMUDHRA,chartink.com/stocks/EMUDHRA.html,chartink.com/stocks/EMUDHRA, EMUDHRA,www.screener.in/company/EMUDHRA/consolidated/,www.screener.in/company/EMUDHRA, EMUDHRA,760,765,750,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,ACCELYA,NSE:ACCELYA,ACCELYA,chartink.com/stocks/ACCELYA.html,chartink.com/stocks/ACCELYA, ACCELYA,www.screener.in/company/ACCELYA/consolidated/,www.screener.in/company/ACCELYA, ACCELYA,1411,1430.1,1374,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,BEML,NSE:BEML,BEML,chartink.com/stocks/BEML.html,chartink.com/stocks/BEML, BEML,www.screener.in/company/BEML/consolidated/,www.screener.in/company/BEML, BEML,4369.6,4510,3695,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,GANESHHOUC,NSE:GANESHHOUC,GANESHHOUC,chartink.com/stocks/GANESHHOUC.html,chartink.com/stocks/GANESHHOUC, GANESHHOUC,www.screener.in/company/GANESHHOUC/consolidated/,www.screener.in/company/GANESHHOUC, GANESHHOUC,1000.2,1014.2,1024,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,VIJAYA,NSE:VIJAYA,VIJAYA,chartink.com/stocks/VIJAYA.html,chartink.com/stocks/VIJAYA, VIJAYA,www.screener.in/company/VIJAYA/consolidated/,www.screener.in/company/VIJAYA, VIJAYA,967.8,973.95,955,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,MINDACORP,NSE:MINDACORP,MINDACORP,chartink.com/stocks/MINDACORP.html,chartink.com/stocks/MINDACORP, MINDACORP,www.screener.in/company/MINDACORP/consolidated/,www.screener.in/company/MINDACORP, MINDACORP,516.35,519.7,506,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,CUMMINSIND,NSE:CUMMINSIND,CUMMINSIND,chartink.com/stocks/CUMMINSIND.html,chartink.com/stocks/CUMMINSIND, CUMMINSIND,www.screener.in/company/CUMMINSIND/consolidated/,www.screener.in/company/CUMMINSIND, CUMMINSIND,3342,3377,2993,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,HCG,NSE:HCG,HCG,chartink.com/stocks/HCG.html,chartink.com/stocks/HCG, HCG,www.screener.in/company/HCG/consolidated/,www.screener.in/company/HCG, HCG,552.7,555,573,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,METROPOLIS,NSE:METROPOLIS,METROPOLIS,chartink.com/stocks/METROPOLIS.html,chartink.com/stocks/METROPOLIS, METROPOLIS,www.screener.in/company/METROPOLIS/consolidated/,www.screener.in/company/METROPOLIS, METROPOLIS,1694,1744,1668,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,DELHIVERY,NSE:DELHIVERY,DELHIVERY,chartink.com/stocks/DELHIVERY.html,chartink.com/stocks/DELHIVERY, DELHIVERY,www.screener.in/company/DELHIVERY/consolidated/,www.screener.in/company/DELHIVERY, DELHIVERY,369.4,370,338,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,ASTERDM,NSE:ASTERDM,ASTERDM,chartink.com/stocks/ASTERDM.html,chartink.com/stocks/ASTERDM, ASTERDM,www.screener.in/company/ASTERDM/consolidated/,www.screener.in/company/ASTERDM, ASTERDM,584,589.95,554,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,WONDERLA,NSE:WONDERLA,WONDERLA,chartink.com/stocks/WONDERLA.html,chartink.com/stocks/WONDERLA, WONDERLA,www.screener.in/company/WONDERLA/consolidated/,www.screener.in/company/WONDERLA, WONDERLA,649.5,662.95,662,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,CONFIPET,NSE:CONFIPET,CONFIPET,chartink.com/stocks/CONFIPET.html,chartink.com/stocks/CONFIPET, CONFIPET,www.screener.in/company/CONFIPET/consolidated/,www.screener.in/company/CONFIPET, CONFIPET,60.68,60.98,57,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,THOMASCOOK,NSE:THOMASCOOK,THOMASCOOK,chartink.com/stocks/THOMASCOOK.html,chartink.com/stocks/THOMASCOOK, THOMASCOOK,www.screener.in/company/THOMASCOOK/consolidated/,www.screener.in/company/THOMASCOOK, THOMASCOOK,175,177.9,153,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,MAPMYINDIA,NSE:MAPMYINDIA,MAPMYINDIA,chartink.com/stocks/MAPMYINDIA.html,chartink.com/stocks/MAPMYINDIA, MAPMYINDIA,www.screener.in/company/MAPMYINDIA/consolidated/,www.screener.in/company/MAPMYINDIA, MAPMYINDIA,1913,1933,1958,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,MARUTI,NSE:MARUTI,MARUTI,chartink.com/stocks/MARUTI.html,chartink.com/stocks/MARUTI, MARUTI,www.screener.in/company/MARUTI/consolidated/,www.screener.in/company/MARUTI, MARUTI,12188,12245,12506,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,SUNDARMFIN,NSE:SUNDARMFIN,SUNDARMFIN,chartink.com/stocks/SUNDARMFIN.html,chartink.com/stocks/SUNDARMFIN, SUNDARMFIN,www.screener.in/company/SUNDARMFIN/consolidated/,www.screener.in/company/SUNDARMFIN, SUNDARMFIN,5046.5,5118,5117,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,BHEL,NSE:BHEL,BHEL,chartink.com/stocks/BHEL.html,chartink.com/stocks/BHEL, BHEL,www.screener.in/company/BHEL/consolidated/,www.screener.in/company/BHEL, BHEL,253.8,254.6,245,,FALSE,,,,,,,Base 3,,YES 0.13,,,,,,8,,,,,High,,
,0,RBLBANK,NSE:RBLBANK,RBLBANK,chartink.com/stocks/RBLBANK.html,chartink.com/stocks/RBLBANK, RBLBANK,www.screener.in/company/RBLBANK/consolidated/,www.screener.in/company/RBLBANK, RBLBANK,212.46,213.85,208,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,AUROPHARMA,NSE:AUROPHARMA,AUROPHARMA,chartink.com/stocks/AUROPHARMA.html,chartink.com/stocks/AUROPHARMA, AUROPHARMA,www.screener.in/company/AUROPHARMA/consolidated/,www.screener.in/company/AUROPHARMA, AUROPHARMA,1138.4,1152.8,1186,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,AEGISCHEM,NSE:AEGISCHEM,AEGISCHEM,chartink.com/stocks/AEGISCHEM.html,chartink.com/stocks/AEGISCHEM, AEGISCHEM,www.screener.in/company/AEGISCHEM/consolidated/,www.screener.in/company/AEGISCHEM, AEGISCHEM,#N/A,#N/A,#N/A,,FALSE,,,,,,,,,,,,,,,,,,,,#N/A,,
,0,HOMEFIRST,NSE:HOMEFIRST,HOMEFIRST,chartink.com/stocks/HOMEFIRST.html,chartink.com/stocks/HOMEFIRST, HOMEFIRST,www.screener.in/company/HOMEFIRST/consolidated/,www.screener.in/company/HOMEFIRST, HOMEFIRST,1260,1297.4,1190,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,EASEMYTRIP,NSE:EASEMYTRIP,EASEMYTRIP,chartink.com/stocks/EASEMYTRIP.html,chartink.com/stocks/EASEMYTRIP, EASEMYTRIP,www.screener.in/company/EASEMYTRIP/consolidated/,www.screener.in/company/EASEMYTRIP, EASEMYTRIP,10.98,11.06,12,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,LODHA,NSE:LODHA,LODHA,chartink.com/stocks/LODHA.html,chartink.com/stocks/LODHA, LODHA,www.screener.in/company/LODHA/consolidated/,www.screener.in/company/LODHA, LODHA,1446.7,1472.8,1379,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,GARFIBRES,NSE:GARFIBRES,GARFIBRES,chartink.com/stocks/GARFIBRES.html,chartink.com/stocks/GARFIBRES, GARFIBRES,www.screener.in/company/GARFIBRES/consolidated/,www.screener.in/company/GARFIBRES, GARFIBRES,919.5,932.95,886,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,SUNFLAG,NSE:SUNFLAG,SUNFLAG,chartink.com/stocks/SUNFLAG.html,chartink.com/stocks/SUNFLAG, SUNFLAG,www.screener.in/company/SUNFLAG/consolidated/,www.screener.in/company/SUNFLAG, SUNFLAG,272,278.3,255,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,SAPPHIRE,NSE:SAPPHIRE,SAPPHIRE,chartink.com/stocks/SAPPHIRE.html,chartink.com/stocks/SAPPHIRE, SAPPHIRE,www.screener.in/company/SAPPHIRE/consolidated/,www.screener.in/company/SAPPHIRE, SAPPHIRE,318.5,320.8,315,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,HIKAL,NSE:HIKAL,HIKAL,chartink.com/stocks/HIKAL.html,chartink.com/stocks/HIKAL, HIKAL,www.screener.in/company/HIKAL/consolidated/,www.screener.in/company/HIKAL, HIKAL,378.45,382.5,390,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,RATNAMANI,NSE:RATNAMANI,RATNAMANI,chartink.com/stocks/RATNAMANI.html,chartink.com/stocks/RATNAMANI, RATNAMANI,www.screener.in/company/RATNAMANI/consolidated/,www.screener.in/company/RATNAMANI, RATNAMANI,2839,2873.9,2783,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,KTKBANK,NSE:KTKBANK,KTKBANK,chartink.com/stocks/KTKBANK.html,chartink.com/stocks/KTKBANK, KTKBANK,www.screener.in/company/KTKBANK/consolidated/,www.screener.in/company/KTKBANK, KTKBANK,197,199.66,197,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,ITDCEM,NSE:ITDCEM,ITDCEM,chartink.com/stocks/ITDCEM.html,chartink.com/stocks/ITDCEM, ITDCEM,www.screener.in/company/ITDCEM/consolidated/,www.screener.in/company/ITDCEM, ITDCEM,759.1,764,645,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,KOLTEPATIL,NSE:KOLTEPATIL,KOLTEPATIL,chartink.com/stocks/KOLTEPATIL.html,chartink.com/stocks/KOLTEPATIL, KOLTEPATIL,www.screener.in/company/KOLTEPATIL/consolidated/,www.screener.in/company/KOLTEPATIL, KOLTEPATIL,433.5,446,380,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,HINDPETRO,NSE:HINDPETRO,HINDPETRO,chartink.com/stocks/HINDPETRO.html,chartink.com/stocks/HINDPETRO, HINDPETRO,www.screener.in/company/HINDPETRO/consolidated/,www.screener.in/company/HINDPETRO, HINDPETRO,406,407.65,403,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,PNCINFRA,NSE:PNCINFRA,PNCINFRA,chartink.com/stocks/PNCINFRA.html,chartink.com/stocks/PNCINFRA, PNCINFRA,www.screener.in/company/PNCINFRA/consolidated/,www.screener.in/company/PNCINFRA, PNCINFRA,285.4,286.15,278,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,ASHOKA,NSE:ASHOKA,ASHOKA,chartink.com/stocks/ASHOKA.html,chartink.com/stocks/ASHOKA, ASHOKA,www.screener.in/company/ASHOKA/consolidated/,www.screener.in/company/ASHOKA, ASHOKA,215.81,217,201,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,SUPRIYA,NSE:SUPRIYA,SUPRIYA,chartink.com/stocks/SUPRIYA.html,chartink.com/stocks/SUPRIYA, SUPRIYA,www.screener.in/company/SUPRIYA/consolidated/,www.screener.in/company/SUPRIYA, SUPRIYA,700,720.6,695,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,TECHNOE,NSE:TECHNOE,TECHNOE,chartink.com/stocks/TECHNOE.html,chartink.com/stocks/TECHNOE, TECHNOE,www.screener.in/company/TECHNOE/consolidated/,www.screener.in/company/TECHNOE, TECHNOE,1539,1566.9,1250,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,GLENMARK,NSE:GLENMARK,GLENMARK,chartink.com/stocks/GLENMARK.html,chartink.com/stocks/GLENMARK, GLENMARK,www.screener.in/company/GLENMARK/consolidated/,www.screener.in/company/GLENMARK, GLENMARK,1518.2,1523.4,1431,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,JKIL,NSE:JKIL,JKIL,chartink.com/stocks/JKIL.html,chartink.com/stocks/JKIL, JKIL,www.screener.in/company/JKIL/consolidated/,www.screener.in/company/JKIL, JKIL,719,741.6,694,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,NMDC,NSE:NMDC,NMDC,chartink.com/stocks/NMDC.html,chartink.com/stocks/NMDC, NMDC,www.screener.in/company/NMDC/consolidated/,www.screener.in/company/NMDC, NMDC,70.4,70.66,69,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,AMBER,NSE:AMBER,AMBER,chartink.com/stocks/AMBER.html,chartink.com/stocks/AMBER, AMBER,www.screener.in/company/AMBER/consolidated/,www.screener.in/company/AMBER, AMBER,6236,6399,6291,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,ICICIPRULI,NSE:ICICIPRULI,ICICIPRULI,chartink.com/stocks/ICICIPRULI.html,chartink.com/stocks/ICICIPRULI, ICICIPRULI,www.screener.in/company/ICICIPRULI/consolidated/,www.screener.in/company/ICICIPRULI, ICICIPRULI,644,645.95,624,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,THERMAX,NSE:THERMAX,THERMAX,chartink.com/stocks/THERMAX.html,chartink.com/stocks/THERMAX, THERMAX,www.screener.in/company/THERMAX/consolidated/,www.screener.in/company/THERMAX, THERMAX,3505,3528.2,3403,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,LALPATHLAB,NSE:LALPATHLAB,LALPATHLAB,chartink.com/stocks/LALPATHLAB.html,chartink.com/stocks/LALPATHLAB, LALPATHLAB,www.screener.in/company/LALPATHLAB/consolidated/,www.screener.in/company/LALPATHLAB, LALPATHLAB,2849,2864,2812,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,NESTLEIND,NSE:NESTLEIND,NESTLEIND,chartink.com/stocks/NESTLEIND.html,chartink.com/stocks/NESTLEIND, NESTLEIND,www.screener.in/company/NESTLEIND/consolidated/,www.screener.in/company/NESTLEIND, NESTLEIND,2396,2403.8,2388,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,IFBIND,NSE:IFBIND,IFBIND,chartink.com/stocks/IFBIND.html,chartink.com/stocks/IFBIND, IFBIND,www.screener.in/company/IFBIND/consolidated/,www.screener.in/company/IFBIND, IFBIND,1528.5,1568,1353,,FALSE,,,,,,,,,,,,,,,,,,,,High,,
,0,BLUEDART,NSE:BLUEDART,BLUEDART,chartink.com/stocks/BLUEDART.html,chartink.com/stocks/BLUEDART, BLUEDART,www.screener.in/company/BLUEDART/consolidated/,www.screener.in/company/BLUEDART, BLUEDART,6399,6400,6762,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
,0,POWERGRID,NSE:POWERGRID,POWERGRID,chartink.com/stocks/POWERGRID.html,chartink.com/stocks/POWERGRID, POWERGRID,www.screener.in/company/POWERGRID/consolidated/,www.screener.in/company/POWERGRID, POWERGRID,288.9,289.8,298,,FALSE,,,,,,,,,,,,,,,,,,,,Low,,
